STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,LABEMP_STATUS,Labour and employment status,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,U,Unemployed,2021,,2,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,5,Contributing family workers,2015,,0.39,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,_T,National,PWD,Persons without disability,1,Employees,2019,,30.56,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPRF,Proportion of persons by professional status,F,Female,_T,All ages,U,Urban,_T,No breakdown by disability,U,Unemployed,2012,,3.6,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,U,Urban,_T,No breakdown by disability,O,Outside Labour Force,2015,,25.44,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,U,Urban,_T,No breakdown by disability,O,Outside Labour Force,2017,,29.36,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,U,Urban,_T,No breakdown by disability,E,Employed,2015,,38.24,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,U,Urban,_T,No breakdown by disability,E,Employed,2017,,35.46,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,U,Urban,_T,No breakdown by disability,1,Employees,2015,,5.8,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,U,Urban,_T,No breakdown by disability,1,Employees,2019,,4.46,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,1,Employees,2013,,84.47,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,1,Employees,2015,,84.49,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,_T,National,PWD,Persons without disability,O,Outside Labour Force,2015,,1306,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2015,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,U,Unemployed,2019,,4.33,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,_T,National,PWD,Persons without disability,E,Employed,2016,,7137,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,_T,National,PWD,Persons without disability,E,Employed,2018,,9143,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,_T,National,PWD,Persons without disability,E,Employed,2021,,8727,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,PWD,Persons without disability,1,Employees,2017,,4.84,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,U,Urban,PWD,Persons without disability,O,Outside Labour Force,2015,,78.09,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,F,Female,_T,All ages,R,Rural,PWD,Persons without disability,U,Unemployed,2017,,7.1,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,FM,Micronesia (Federated States of),LABEMPRF,Proportion of persons by professional status,_T,Total,Y55T64,55-64,R,Rural,_T,No breakdown by disability,_T,All labour and employment statuses,2013,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,_T,All ages,R,Rural,PWD,Persons without disability,1,Employees,2015,,12.06,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,_T,All ages,R,Rural,PWD,Persons without disability,1,Employees,2019,,11.22,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,_T,National,PD,Persons with disability,O,Outside Labour Force,2017,,78.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,U,Urban,PWD,Persons without disability,6,Workers not classifiable by status,2016,,0.86,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,U,Urban,PWD,Persons without disability,6,Workers not classifiable by status,2018,,11.77,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,WS,Samoa,LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,R,Rural,_T,No breakdown by disability,2,Employers,2013,,2.14,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2011,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,Y15T24,15-24,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2015,,50.76,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,Y15T24,15-24,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2019,,86.55,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y55T64,55-64,U,Urban,_T,No breakdown by disability,2,Employers,2019,,3.34,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,_T,National,PWD,Persons without disability,O,Outside Labour Force,2019,,54.7,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,R,Rural,PD,Persons with disability,3,Own-account workers,2015,,19,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2012,,1.32,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2015,,1.17,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TK,Tokelau,LABEMPRF,Proportion of persons by professional status,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2015,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,U,Urban,PWD,Persons without disability,5,Contributing family workers,2016,,1.54,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,U,Urban,PWD,Persons without disability,5,Contributing family workers,2018,,1.1,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,U,Urban,PWD,Persons without disability,5,Contributing family workers,2021,,1.61,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,R,Rural,_T,No breakdown by disability,3,Own-account workers,2012,,12.25,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,_T,National,PWD,Persons without disability,O,Outside Labour Force,2015,,7787,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,_T,National,PWD,Persons without disability,O,Outside Labour Force,2019,,12778,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,F,Female,Y25T54,25-54,U,Urban,PD,Persons with disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,R,Rural,PWD,Persons without disability,E,Employed,2019,,18.54,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,6,Workers not classifiable by status,2015,,2.35,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,_T,National,PD,Persons with disability,_T,All labour and employment statuses,2017,,109,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,_T,National,PWD,Persons without disability,O,Outside Labour Force,2019,,9611,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,F,Female,Y15T24,15-24,U,Urban,PWD,Persons without disability,O,Outside Labour Force,2017,,58.41,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,_T,National,PWD,Persons without disability,_T,All labour and employment statuses,2019,,10700,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,R,Rural,_T,No breakdown by disability,_T,All labour and employment statuses,2015,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,R,Rural,_T,No breakdown by disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,_T,National,PD,Persons with disability,3,Own-account workers,2019,,23.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,WS,Samoa,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,U,Urban,_T,No breakdown by disability,_T,All labour and employment statuses,2013,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,F,Female,_T,All ages,R,Rural,_T,No breakdown by disability,U,Unemployed,2015,,0.48,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,M,Male,_T,All ages,U,Urban,PD,Persons with disability,O,Outside Labour Force,2019,,65.91,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,E,Employed,2019,,44.88,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,Y25T54,25-54,R,Rural,_T,No breakdown by disability,E,Employed,2015,,37.21,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,Y25T54,25-54,R,Rural,_T,No breakdown by disability,E,Employed,2019,,28.08,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,Y15T24,15-24,R,Rural,_T,No breakdown by disability,U,Unemployed,2015,,33.13,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,Y15T24,15-24,R,Rural,_T,No breakdown by disability,U,Unemployed,2019,,2.97,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TK,Tokelau,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,O,Outside Labour Force,2015,,57.4,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,R,Rural,PD,Persons with disability,_T,All labour and employment statuses,2017,,77,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,NU,Niue,LABEMPRF,Proportion of persons by professional status,F,Female,Y25T54,25-54,_T,National,PWD,Persons without disability,1,Employees,2017,,69.97,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,R,Rural,PWD,Persons without disability,U,Unemployed,2017,,42,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,_T,National,PWD,Persons without disability,E,Employed,2017,,1859,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,WS,Samoa,LABEMPRF,Proportion of persons by professional status,M,Male,Y15T24,15-24,U,Urban,_T,No breakdown by disability,6,Workers not classifiable by status,2013,,4.71,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Employers,2015,,3.24,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,F,Female,Y65T999,65+,_T,National,PD,Persons with disability,O,Outside Labour Force,2015,,151,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,_T,National,PWD,Persons without disability,E,Employed,2017,,34.65,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,M,Male,Y25T54,25-54,_T,National,PWD,Persons without disability,_T,All labour and employment statuses,2019,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2015,,42,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,_T,National,PWD,Persons without disability,3,Own-account workers,2015,,58,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,U,Urban,_T,No breakdown by disability,1,Employees,2015,,13,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,U,Urban,_T,No breakdown by disability,1,Employees,2017,,19,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2011,,534,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2019,,1398,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,U,Urban,_T,No breakdown by disability,1,Employees,2012,,3882,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,R,Rural,_T,No breakdown by disability,3,Own-account workers,2015,,3932,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,R,Rural,_T,No breakdown by disability,3,Own-account workers,2019,,1638,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,FM,Micronesia (Federated States of),LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,U,Urban,_T,No breakdown by disability,5,Contributing family workers,2013,,86,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,WS,Samoa,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,U,Urban,_T,No breakdown by disability,U,Unemployed,2013,,71,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,U,Urban,PWD,Persons without disability,1,Employees,2015,,10955,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,U,Urban,PWD,Persons without disability,1,Employees,2019,,11780,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Employers,2011,,82,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Own-account workers,2013,,36,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Own-account workers,2015,,51,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,F,Female,Y15T24,15-24,U,Urban,_T,No breakdown by disability,1,Employees,2011,,287,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,F,Female,Y15T24,15-24,U,Urban,_T,No breakdown by disability,1,Employees,2019,,218,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,All labour and employment statuses,2012,,13283,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,R,Rural,PWD,Persons without disability,1,Employees,2017,,50,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y15T24,15-24,R,Rural,PWD,Persons without disability,1,Employees,2016,,740,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y15T24,15-24,R,Rural,PWD,Persons without disability,1,Employees,2018,,652,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y15T24,15-24,R,Rural,PWD,Persons without disability,1,Employees,2021,,1005,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,6,Workers not classifiable by status,2019,,247,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y65T999,65+,_T,National,PWD,Persons without disability,2,Employers,2016,,13,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,U,Urban,PWD,Persons without disability,3,Own-account workers,2016,,76,,N,units,,,,,,,,,,
